Profit Score,Profit %,CON,Urban,Provider Type,Type of Control,FTE - Employees on Payroll,Number of Beds,Discharges,Cost of Charity Care,Cost of Uncompensated Care,Total Costs,Total fixed Assets,Total Long Term Liabilities,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Discharges Per Bed
3,-0.029194803055833576,1.0,2.0,2,12,58.46,17.0,89.0,59852.0,589484.0,5915338.0,5226164.0,6617627.0,1435892.0,6141484.0,7577376.0,0.18949726132106945,0.8105027386789305,0.007898776568564105,0.007898776568564105,85139.05617977527,445728.0,5.235294117647059
2,0.021602929700216975,0.0,1.0,5,2,1547.55,377.0,17904.0,13508272.0,22998569.0,304012197.0,138997296.0,41221131.0,728721858.0,346720053.0,1075441911.0,0.6776022494068488,0.3223977505931513,0.012560670977979024,0.012560670977979024,60067.13086461126,2852631.0636604773,47.49071618037135
2,0.022864425659758214,1.0,2.0,4,2,178.95,25.0,1000.0,190202.0,2092567.0,28017047.0,16138450.0,23031924.0,21659246.0,88140713.0,109799959.0,0.19726096619034256,0.8027390338096574,0.001732259298931068,0.001732259298931068,109799.959,4391998.36,40.0
3,-0.10663802816578204,1.0,2.0,2,13,140.02,25.0,530.0,49555.0,806274.0,16920534.0,5978086.0,8425130.0,8145141.0,22359249.0,30504390.0,0.2670153705745304,0.7329846294254696,0.0016245202739671241,0.0016245202739671241,57555.45283018868,1220175.6,21.2
2,0.01060050817964488,1.0,1.0,2,2,1165.93,170.0,4766.0,309529.0,9222734.0,163771284.0,100389000.0,48365000.0,117887583.0,125308305.0,243195888.0,0.48474332345619264,0.5152566765438074,0.0012727558946226919,0.0012727558946226919,51027.25304238355,1430564.0470588235,28.03529411764706
1,0.28289508538486224,1.0,2.0,2,2,34.84,10.0,130.0,74035.0,159225.0,6171476.0,1874749.0,3579715.0,1161854.0,4481945.0,5643799.0,0.20586381619898228,0.7941361838010177,0.013117937049140127,0.013117937049140127,43413.838461538464,564379.9,13.0
2,0.029800993242934476,0.0,2.0,2,2,40.12,10.0,145.0,121918.0,321772.0,6709705.0,257827.0,355104.0,2179319.0,5917391.0,8096710.0,0.26916105430477316,0.7308389456952268,0.015057720975556738,0.015057720975556738,55839.379310344826,809671.0,14.5
3,-0.05149028427327513,0.0,2.0,2,2,27.84,25.0,22.0,2359.0,70298.0,3321316.0,1812207.0,1561905.0,908765.0,2921880.0,3830645.0,0.23723550472570545,0.7627644952742946,0.000615823183824134,0.000615823183824134,174120.22727272726,153225.8,0.88
3,-0.03432265391917004,0.0,2.0,2,2,39.72,10.0,142.0,60256.0,469452.0,8276553.0,11967536.0,5079861.0,4916016.0,7548026.0,12464042.0,0.3944158724753976,0.6055841275246023,0.0048343867904167845,0.0048343867904167845,87774.94366197183,1246404.2,14.2
1,0.04140145376487904,0.0,1.0,5,2,1723.0,240.0,12404.0,765679.0,4661439.0,377026224.0,378264188.0,312314568.0,541151869.0,888998515.0,1430150384.0,0.3783880877523157,0.6216119122476843,0.0005353835572581296,0.0005353835572581296,115297.5156401161,5958959.933333334,51.68333333333333
2,0.020538649489064132,1.0,1.0,2,2,1487.15,184.0,10701.0,3208900.0,6331801.0,322770721.0,244300801.0,107147338.0,481157078.0,719132114.0,1200289192.0,0.4008676252414343,0.5991323747585657,0.0026734390523446452,0.0026734390523446452,112166.07718904775,6523310.826086956,58.15760869565217
2,0.00023709725693042276,1.0,1.0,2,2,420.46,107.0,1727.0,288021.0,1456197.0,36516162.0,22009679.0,15814281.0,40373196.0,119354506.0,159727702.0,0.2527626422622671,0.7472373577377329,0.0018032000485426129,0.0018032000485426129,92488.53618992472,1492782.261682243,16.14018691588785
3,-0.07894909849206443,1.0,1.0,5,9,4620.8,423.0,19054.0,195797963.0,299160127.0,923162478.0,348124822.0,5158780733.0,708663027.0,837196854.0,1545859881.0,0.4584264303059431,0.5415735696940569,0.12665957982772696,0.12665957982772696,81130.46504670935,3654515.085106383,45.04491725768322
2,0.03253662642984051,1.0,1.0,5,8,1857.86,308.0,16098.0,1384157.0,8726958.0,261284854.0,134999999.0,123122186.0,498857115.0,457365008.0,956222123.0,0.5216958518329533,0.47830414816704675,0.0014475266433466526,0.0014475266433466526,59400.05733631507,3104617.2824675324,52.26623376623377
1,0.06428059159042482,1.0,1.0,2,2,1940.0,365.0,21709.0,7843465.0,10410748.0,488364433.0,361220000.0,588215000.0,906785745.0,812589548.0,1719375293.0,0.5273925644341569,0.47260743556584306,0.0045618109274529394,0.0045618109274529394,79201.03611405408,4710617.24109589,59.47671232876712
3,-0.006973142374516034,1.0,1.0,5,1,1580.54,277.0,10843.0,1212082.0,2143188.0,188134967.0,140593358.0,16913414.0,520932387.0,397253512.0,918185899.0,0.5673495830935212,0.43265041690647876,0.00132008343987866,0.00132008343987866,84680.06077653785,3314750.5379061373,39.144404332129966
2,0.004023882978422757,1.0,1.0,2,6,132.3,22.0,477.0,6172.0,419023.0,32312026.0,12841850.0,1308741.0,18637943.0,100077736.0,118715679.0,0.15699647390299643,0.8430035260970036,5.198976286864349e-05,5.198976286864349e-05,248879.83018867925,5396167.2272727275,21.681818181818183
3,-0.020718063023185525,1.0,2.0,4,2,115.92,20.0,474.0,284032.0,1062062.0,11790084.0,7500035.0,15050003.0,6607888.0,23235732.0,29843620.0,0.22141710690593167,0.7785828930940684,0.009517344075551156,0.009517344075551156,62961.22362869198,1492181.0,23.7
3,-0.05669548799240718,1.0,2.0,2,11,30.91,25.0,23.0,100215.0,518608.0,3999197.0,664760.0,2697473.0,2459028.0,1494179.0,3953207.0,0.6220337057988615,0.3779662942011385,0.025350304196061577,0.025350304196061577,171878.5652173913,158128.28,0.92
2,0.015350838005801604,1.0,1.0,2,2,4051.7,366.0,14426.0,5211137.0,12493283.0,482347490.0,201419035.0,166099645.0,483792147.0,922302295.0,1406094442.0,0.34406803166924116,0.6559319683307588,0.0037061073881977553,0.0037061073881977553,97469.4608346042,3841788.0928961746,39.41530054644809
3,-0.03624096838366253,1.0,1.0,2,1,472.42,82.0,3276.0,835195.0,3218304.0,69026442.0,18790314.0,36701967.0,110135732.0,256527042.0,366662774.0,0.3003733670547095,0.6996266329452905,0.00227782872771262,0.00227782872771262,111923.92368742368,4471497.243902439,39.951219512195124
1,0.03937155935731805,0.0,2.0,5,1,371.03,25.0,1770.0,999256.0,5873492.0,65252864.0,42129578.0,14091821.0,31348590.0,151449199.0,182797789.0,0.17149326680313404,0.828506733196866,0.005466455614515119,0.005466455614515119,103275.58700564972,7311911.56,70.8
3,-0.007174775067475576,1.0,2.0,3,11,277.12,16.0,530.0,162680.0,778590.0,36945824.0,42564544.0,42256389.0,8199317.0,60560748.0,68760065.0,0.11924533521019795,0.880754664789802,0.002365908176497506,0.002365908176497506,129735.97169811321,4297504.0625,33.125
1,0.08013278774924948,0.0,2.0,2,2,190.35,25.0,740.0,194830.0,1338029.0,35618727.0,21992264.0,6634959.0,18521263.0,65853388.0,84374651.0,0.21951217315257399,0.780487826847426,0.002309105847442261,0.002309105847442261,114019.79864864865,3374986.04,29.6
2,0.02382370683492945,0.0,2.0,5,2,267.91,25.0,947.0,234050.0,1271181.0,52888855.0,21726951.0,12214348.0,31195358.0,132741389.0,163936747.0,0.19028898993585616,0.8097110100641438,0.001427684788694752,0.001427684788694752,173111.66525871173,6557469.88,37.88
3,-0.02335633821843203,0.0,1.0,5,2,1419.71,279.0,11359.0,1254843.0,9500666.0,263771116.0,143427928.0,120970582.0,562749583.0,612169565.0,1174919148.0,0.4789687732623454,0.5210312267376547,0.001068024980387842,0.001068024980387842,103435.08653930803,4211179.741935484,40.71326164874552
1,0.19275899820038175,0.0,1.0,2,2,47.52,6.0,77.0,19843.0,26802.0,11620890.0,2201646.0,451640.0,1653137.0,32723598.0,34376735.0,0.048088831007365884,0.9519111689926342,0.0005772217751336769,0.0005772217751336769,446451.1038961039,5729455.833333333,12.833333333333334
2,0.015273074305818214,0.0,1.0,5,2,902.75,204.0,11365.0,21943832.0,33605793.0,174641439.0,171193542.0,155406644.0,423548641.0,352781832.0,776330473.0,0.5455777606710023,0.4544222393289977,0.028266096415359956,0.028266096415359956,68308.88455785306,3805541.5343137253,55.71078431372549
1,0.059032344787662026,1.0,2.0,1,2,585.24,66.0,2847.0,2110549.0,6294986.0,80121715.0,102367155.0,1784829.0,90289305.0,203035669.0,293324974.0,0.30781322084085483,0.6921867791591452,0.00719525845760409,0.00719525845760409,103029.49560941341,4444317.787878788,43.13636363636363
2,0.01931737627967246,0.0,2.0,3,11,102.73,19.0,328.0,209916.0,1305880.0,15404411.0,4063520.0,6361920.0,6061337.0,21922484.0,27983821.0,0.21660147840425364,0.7833985215957463,0.007501334431777562,0.007501334431777562,85316.52743902439,1472832.6842105263,17.263157894736842
1,0.0882666623971987,1.0,2.0,2,1,274.0,42.0,1860.0,731639.0,1959748.0,39409270.0,23279314.0,71800.0,57534928.0,153389089.0,210924017.0,0.27277561284071317,0.7272243871592868,0.003468732534142852,0.003468732534142852,113400.00913978495,5022000.404761905,44.285714285714285
2,-0.00513346699843457,1.0,2.0,2,9,164.1,25.0,195.0,8360.0,540413.0,19267672.0,13634231.0,18304767.0,8376360.0,35523406.0,43899766.0,0.19080648402545017,0.8091935159745498,0.0001904338168909602,0.0001904338168909602,225127.00512820514,1755990.64,7.8
3,-0.028331837795854534,1.0,2.0,2,9,373.77,25.0,811.0,86643.0,957525.0,44921112.0,21544049.0,20885941.0,16753361.0,91709317.0,108462678.0,0.15446198921992318,0.8455380107800768,0.0007988277774222024,0.0007988277774222024,133739.43033292232,4338507.12,32.44
2,0.009728726754117392,1.0,2.0,4,4,161.76,25.0,699.0,360530.0,2146971.0,21585668.0,7468347.0,4507469.0,18815903.0,79654331.0,98470234.0,0.1910821396037304,0.8089178603962696,0.0036613094673868655,0.0036613094673868655,140873.01001430614,3938809.36,27.96
2,0.00873674965794406,1.0,1.0,5,1,1054.73,170.0,9138.0,1016442.0,3660366.0,210970493.0,208823463.0,245142274.0,425856939.0,435951662.0,861808601.0,0.4941432918003565,0.5058567081996435,0.0011794289344763686,0.0011794289344763686,94310.41814401401,5069462.358823529,53.752941176470586
2,0.0174715406682919,1.0,2.0,2,2,816.72,86.0,4159.0,1917235.0,6895705.0,96867854.0,47382706.0,13627070.0,156758570.0,218148951.0,374907521.0,0.41812596765696786,0.5818740323430321,0.00511388780594775,0.00511388780594775,90143.6693916807,4359389.779069767,48.36046511627907
2,0.004507467304552668,0.0,2.0,2,11,149.68,21.0,362.0,2301085.0,4186847.0,21216491.0,7621305.0,6162741.0,5577390.0,26658673.0,32236063.0,0.17301709579113306,0.826982904208867,0.0713823210979579,0.0713823210979579,89049.89779005524,1535050.619047619,17.238095238095237
1,0.08603711665586955,0.0,2.0,2,9,79.53,25.0,197.0,45774.0,890172.0,9816983.0,4672092.0,121645.0,2105167.0,9047508.0,11152675.0,0.188758930032481,0.811241069967519,0.004104306814284466,0.004104306814284466,56612.56345177665,446107.0,7.88
2,0.009804115730551195,1.0,2.0,2,2,133.53,25.0,212.0,7098.0,880874.0,14920472.0,2192123.0,3049124.0,1575685.0,27963032.0,29538717.0,0.05334304127020818,0.9466569587297918,0.00024029479682546808,0.00024029479682546808,139333.570754717,1181548.68,8.48
1,0.09142541774179293,0.0,2.0,2,11,127.58,22.0,233.0,119770.0,532697.0,22529835.0,3616598.0,11909736.0,16401793.0,21159687.0,37561480.0,0.43666524854718186,0.5633347514528182,0.003188638999315256,0.003188638999315256,161208.0686695279,1707340.0,10.590909090909092
1,0.058624655908153224,1.0,1.0,2,2,304.24,120.0,1335.0,381513.0,1324186.0,71237483.0,40926147.0,14979913.0,90981178.0,2598851.0,93580029.0,0.9722285724019171,0.02777142759808292,0.004076863451281897,0.004076863451281897,70097.4,779833.575,11.125
3,-0.18890431388372564,1.0,2.0,2,2,204.67,19.0,490.0,305985.0,1276375.0,39033630.0,35315000.0,3923000.0,10415065.0,55830230.0,66245295.0,0.15721969386656065,0.8427803061334393,0.004618969543421914,0.004618969543421914,135194.47959183675,3486594.4736842103,25.789473684210527
3,-0.051825864833360547,0.0,2.0,2,2,70.69,25.0,105.0,3587.0,278576.0,9992954.0,6354275.0,4624598.0,2083512.0,12026952.0,14110464.0,0.1476572279976052,0.8523427720023948,0.0002542085079555144,0.0002542085079555144,134385.37142857144,564418.56,4.2
1,0.07235930523785465,1.0,2.0,2,1,93.72,23.0,1024.0,103789.0,854129.0,21262096.0,8856851.0,855327.0,18400500.0,64212579.0,82613079.0,0.22273107627425434,0.7772689237257456,0.0012563264952272267,0.0012563264952272267,80676.8349609375,3591873.0,44.52173913043478
2,0.014727592606085022,1.0,1.0,2,4,197.5,24.0,645.0,484.0,1205288.0,33189116.0,6758078.0,3219074.0,23386201.0,116609999.0,139996200.0,0.16704882703959106,0.8329511729604089,3.4572366964246174e-06,3.4572366964246174e-06,217048.37209302327,5833175.0,26.875
1,0.03373052078828275,1.0,1.0,2,4,212.3,73.0,1533.0,1378269.0,2171014.0,32127358.0,2665129.0,-6093494.0,57996835.0,142444541.0,200441376.0,0.28934562392946256,0.7106543760705375,0.006876170117690671,0.006876170117690671,130751.06066536203,2745772.2739726026,21.0
3,-0.016575527910745725,0.0,2.0,2,4,85.96,20.0,166.0,66951.0,258849.0,13822930.0,9752217.0,2800191.0,3697862.0,23771791.0,27469653.0,0.1346162618071659,0.8653837381928341,0.002437271413657828,0.002437271413657828,165479.8373493976,1373482.65,8.3
2,0.03213534835076228,1.0,1.0,5,2,5571.0,722.0,37202.0,14305577.0,20715106.0,904470438.0,519825392.0,723967763.0,1881908540.0,1136365105.0,3018273645.0,0.6235049439992045,0.37649505600079547,0.004739655406559401,0.004739655406559401,81132.02636955002,4180434.411357341,51.526315789473685
1,0.05646317482614121,1.0,1.0,2,2,1650.5,200.0,12168.0,8007722.0,13453245.0,277009010.0,256318516.0,282742446.0,173937348.0,230873789.0,404811137.0,0.4296753031278386,0.5703246968721614,0.01978137770453682,0.01978137770453682,33268.50238330046,2024055.685,60.84
1,0.08190963872100016,1.0,1.0,2,2,945.65,109.0,6777.0,673457.0,6243348.0,142642629.0,76081642.0,554356.0,85946900.0,123978504.0,209925404.0,0.40941638487926885,0.5905836151207312,0.003208077665531133,0.003208077665531133,30976.15523092814,1925921.1376146788,62.174311926605505
1,0.04401957482813925,1.0,2.0,2,2,72.87,25.0,108.0,33791.0,508226.0,7659345.0,2133629.0,1183863.0,3558969.0,7749023.0,11307992.0,0.3147304136755668,0.6852695863244332,0.002988240529353045,0.002988240529353045,104703.62962962964,452319.68,4.32
2,0.0060233671790563,1.0,1.0,5,4,1064.58,235.0,11831.0,3398449.0,8178348.0,177448146.0,73286075.0,1548463.0,812128473.0,1044849637.0,1856978110.0,0.4373387433199199,0.56266125668008,0.001830096424776919,0.001830096424776919,156958.6772039557,7902034.510638298,50.34468085106383
2,-0.0014770501796132856,1.0,2.0,2,4,224.09,66.0,1389.0,68102.0,846051.0,40033643.0,16771202.0,-21240691.0,42457687.0,78935616.0,121393303.0,0.34975312435480893,0.6502468756451911,0.0005610029409941997,0.0005610029409941997,87396.18646508279,1839292.4696969697,21.045454545454547
2,-0.0018999356724114325,1.0,2.0,2,2,321.35,45.0,688.0,352627.0,1047996.0,32250641.0,19894399.0,15213045.0,25427950.0,80720907.0,106148857.0,0.2395499180928533,0.7604500819071467,0.003322004682537467,0.003322004682537467,154286.12936046513,2358863.488888889,15.28888888888889
2,0.02142175508665247,1.0,2.0,3,2,1738.37,281.0,12324.0,5066982.0,13684958.0,246920807.0,129964266.0,102257198.0,433542039.0,555417405.0,988959444.0,0.4383820202438959,0.5616179797561042,0.005123548827751525,0.005123548827751525,80246.62804284324,3519428.6263345196,43.8576512455516
1,0.07479141518019353,1.0,2.0,2,2,196.8,25.0,415.0,354569.0,777534.0,24982590.0,13767756.0,15901815.0,28841544.0,28125569.0,56967113.0,0.5062841081660572,0.4937158918339429,0.0062240998591590905,0.0062240998591590905,137270.15180722892,2278684.52,16.6
1,0.0569877797017524,1.0,2.0,5,2,470.32,43.0,2154.0,795715.0,3309648.0,67898069.0,73684711.0,54794042.0,65161367.0,165348719.0,230510086.0,0.2826833659677694,0.7173166340322306,0.003451974765216998,0.003451974765216998,107014.89600742805,5360699.674418605,50.093023255813954
2,-0.0023727315284691034,1.0,1.0,5,1,1612.92,425.0,21701.0,6911819.0,12795024.0,363075930.0,197675202.0,812346.0,1153956708.0,965735697.0,2119692405.0,0.5443981896986605,0.45560181030133945,0.00326076509199928,0.00326076509199928,97677.17639740104,4987511.541176471,51.06117647058824
1,0.08628394812919297,1.0,2.0,2,2,205.92,22.0,438.0,166960.0,690350.0,22727141.0,12938338.0,3644849.0,9168992.0,33314866.0,42483858.0,0.2158229603347229,0.7841770396652771,0.0039299632345066214,0.0039299632345066214,96995.1095890411,1931084.4545454546,19.90909090909091
1,0.06721658152963164,1.0,1.0,2,2,1594.07,272.0,16585.0,287258.0,11866287.0,277859218.0,229294000.0,206501000.0,239668740.0,200459147.0,440127887.0,0.5445434090387461,0.45545659096125396,0.0006526693910672377,0.0006526693910672377,26537.70798914682,1618117.231617647,60.974264705882355
2,0.0036727673778815246,1.0,1.0,2,4,153.97,33.0,1220.0,110883.0,262563.0,26778959.0,18894916.0,132639.0,63617597.0,134021928.0,197639525.0,0.3218870162736932,0.6781129837263068,0.0005610365639160486,0.0005610365639160486,161999.6106557377,5989076.515151516,36.96969696969697
2,0.024547397781942447,0.0,2.0,5,2,58.62,25.0,213.0,63136.0,279697.0,9418640.0,3224043.0,-89173.0,5408209.0,13365064.0,18773273.0,0.2880802404567387,0.7119197595432614,0.0033630789900088278,0.0033630789900088278,88137.43192488264,750930.92,8.52
1,0.04504496018541787,1.0,2.0,2,2,260.35,102.0,1086.0,385026.0,2289196.0,50139604.0,38295093.0,27423903.0,24083680.0,158942478.0,183026158.0,0.13158599985473116,0.8684140001452688,0.002103666515252973,0.002103666515252973,168532.3738489871,1794374.0980392157,10.647058823529411
2,0.018850179775846607,1.0,1.0,5,2,2281.0,286.0,20621.0,2797856.0,11464486.0,366569918.0,223718010.0,311124578.0,874012469.0,689821635.0,1563834104.0,0.5588907843641706,0.4411092156358294,0.0017891002586806356,0.0017891002586806356,75836.96736336744,5467951.412587413,72.1013986013986
2,0.008576292681723588,0.0,2.0,5,2,536.74,125.0,1532.0,794601.0,2548926.0,77802282.0,64272444.0,60179900.0,58017806.0,190173817.0,248191623.0,0.23376214434118914,0.7662378556588109,0.0032015625281599453,0.0032015625281599453,162004.97584856398,1985532.984,12.256
2,0.027611669876905123,0.0,2.0,2,2,274.11,25.0,786.0,456510.0,1985832.0,39827872.0,20531350.0,10866694.0,16961748.0,62430589.0,79392337.0,0.21364464935702798,0.786355350642972,0.005750051166776965,0.005750051166776965,101008.06234096692,3175693.48,31.44
2,0.003946640167458438,1.0,2.0,5,2,70.68,25.0,252.0,120322.0,527020.0,11295904.0,5978730.0,22246.0,5926133.0,24738431.0,30664564.0,0.19325671808019185,0.8067432819198082,0.003923812515318985,0.003923812515318985,121684.77777777778,1226582.56,10.08
2,-0.004575116812073521,1.0,2.0,2,2,217.01,49.0,1138.0,1371356.0,3451288.0,26840476.0,10160326.0,3232196.0,28277375.0,110097234.0,138374609.0,0.20435378429867868,0.7956462157013213,0.009910459801190838,0.009910459801190838,121594.55975395431,2823971.612244898,23.224489795918366
3,-0.014052321458471859,0.0,2.0,2,2,91.14,11.0,26.0,14026.0,612943.0,5714023.0,7100515.0,1575564.0,4285141.0,7474126.0,11759267.0,0.36440545146223824,0.6355945485377618,0.0011927614195680735,0.0011927614195680735,452279.5,1069024.2727272727,2.3636363636363638
2,0.027265088469692483,0.0,2.0,3,2,81.66,17.0,135.0,26003.0,144426.0,13123195.0,6207789.0,6848167.0,6862297.0,11976923.0,18839220.0,0.3642558980679667,0.6357441019320332,0.0013802588429881917,0.0013802588429881917,139549.77777777778,1108189.4117647058,7.9411764705882355
2,0.013366106888444083,0.0,1.0,2,12,52.67,8.0,4.0,51003.0,802397.0,10947420.0,1929116.0,2038006.0,2825358.0,15882408.0,18707766.0,0.15102594291589921,0.8489740570841008,0.0027263009383375865,0.0027263009383375865,4676941.5,2338470.75,0.5
3,-0.029928870130989275,1.0,2.0,2,8,239.89,25.0,1099.0,102814.0,1130465.0,39199687.0,14406988.0,35051432.0,38448461.0,58854544.0,97303005.0,0.3951415580639056,0.6048584419360944,0.0010566374594494796,0.0010566374594494796,88537.76615104641,3892120.2,43.96
2,-0.0022134142115528685,1.0,2.0,2,2,36.24,20.0,138.0,213423.0,357388.0,8716679.0,8486680.0,10403120.0,2541406.0,12608944.0,15150350.0,0.16774569564399502,0.832254304356005,0.014087001290399232,0.014087001290399232,109785.14492753622,757517.5,6.9
2,0.025599295522609443,1.0,2.0,2,9,53.93,10.0,97.0,46430.0,551194.0,10633328.0,10918353.0,12083458.0,3002528.0,13016155.0,16018683.0,0.18743912967127196,0.812560870328728,0.002898490468910584,0.002898490468910584,165141.0618556701,1601868.3,9.7
3,-0.012816653221047148,1.0,2.0,2,9,77.39,15.0,147.0,22398.0,1002303.0,11801420.0,2258948.0,875768.0,2349639.0,13976620.0,16326259.0,0.14391778300221747,0.8560822169977825,0.0013719003232767531,0.0013719003232767531,111062.98639455783,1088417.2666666666,9.8
2,0.007121783373841064,1.0,1.0,2,2,4361.81,575.0,30026.0,12782029.0,26027900.0,719120360.0,436218000.0,374234000.0,2298041000.0,1687618000.0,3985659000.0,0.5765774242101495,0.42342257578985054,0.0032070051652687797,0.0032070051652687797,132740.258442683,6931580.869565218,52.219130434782606
3,-0.011367718794080477,0.0,1.0,4,2,537.2,108.0,4438.0,2332418.0,3795952.0,91824187.0,62699352.0,34696281.0,163762904.0,250378762.0,414141666.0,0.3954272594247979,0.6045727405752022,0.005631932721302184,0.005631932721302184,93317.18476791348,3834645.0555555555,41.092592592592595
2,0.012013965766039098,1.0,2.0,2,1,140.32,25.0,364.0,55293.0,13497138.0,14604007.0,4989204.0,23000.0,6535056.0,44513200.0,51048256.0,0.1280172235462853,0.8719827764537147,0.001083151596795001,0.001083151596795001,140242.46153846153,2041930.24,14.56
2,0.025719939406952042,1.0,1.0,2,13,316.8,55.0,298.0,1394021.0,4853113.0,74010113.0,77364716.0,12689324.0,75816254.0,279507017.0,355323271.0,0.21337261076829386,0.7866273892317062,0.00392324712107021,0.00392324712107021,1192359.9697986578,6460423.109090909,5.418181818181818
3,-0.09581980105055256,1.0,1.0,2,2,496.4,94.0,4792.0,1543488.0,4452130.0,78957747.0,138117906.0,159045530.0,142408880.0,156951489.0,299360369.0,0.4757105306748202,0.5242894693251798,0.005155953024630324,0.005155953024630324,62470.86164440735,3184684.776595745,50.97872340425532
1,0.03341123212173596,1.0,2.0,2,2,281.41,25.0,393.0,181300.0,701879.0,35557621.0,13642821.0,1073500.0,11008795.0,48938650.0,59947445.0,0.18364077067838339,0.8163592293216166,0.003024315715206878,0.003024315715206878,152538.0279898219,2397897.8,15.72
3,-0.07873553702104519,1.0,2.0,2,9,107.81,46.0,204.0,255005.0,1177919.0,10189228.0,564480.0,1760575.0,5141397.0,21455475.0,26596872.0,0.19330833340101047,0.8066916665989895,0.009587781600783732,0.009587781600783732,130376.82352941176,578192.8695652174,4.434782608695652
2,0.026516473679758543,1.0,2.0,2,2,377.37,25.0,1744.0,68743.0,1751143.0,48120524.0,37066621.0,32093991.0,29554990.0,104920885.0,134475875.0,0.21977912395067145,0.7802208760493285,0.0005111920632604176,0.0005111920632604176,77107.72649082569,5379035.0,69.76
3,-0.007347036907995364,1.0,1.0,2,2,912.1,94.0,2508.0,1910026.0,2914701.0,71198368.0,63725236.0,46305636.0,108650855.0,223145491.0,331796346.0,0.3274624820612099,0.6725375179387901,0.005756621563276649,0.005756621563276649,132295.1937799043,3529748.361702128,26.680851063829788
3,-0.008060873683952493,0.0,2.0,2,2,140.22,18.0,224.0,9137.0,473304.0,19672999.0,16241547.0,21849195.0,10928518.0,33088795.0,44017313.0,0.24827771745176722,0.7517222825482328,0.0002075774139143841,0.0002075774139143841,196505.86160714287,2445406.277777778,12.444444444444445
1,0.053142522198502955,1.0,1.0,2,9,510.58,83.0,1992.0,1031693.0,3839597.0,54430164.0,76033678.0,288064.0,50958199.0,164144482.0,215102681.0,0.23690173810525403,0.7630982618947459,0.0047962814559247635,0.0047962814559247635,107983.2735943775,2591598.56626506,24.0
3,-0.012385096879807725,1.0,1.0,5,2,2498.66,424.0,17411.0,16908404.0,33874952.0,424612128.0,17258379.0,23541704.0,591365675.0,510070037.0,1101435712.0,0.5369043953788198,0.4630956046211801,0.015351240036785733,0.015351240036785733,63260.91045890529,2597725.7358490564,41.06367924528302
1,0.07221260526879987,0.0,1.0,2,2,150.28,25.0,377.0,93038.0,1612196.0,20821085.0,8526816.0,8080000.0,6127575.0,35403249.0,41530824.0,0.14754282265143595,0.8524571773485641,0.0022402156046795506,0.0022402156046795506,110161.33687002653,1661232.96,15.08
2,0.024149103098331938,0.0,2.0,2,2,140.79,25.0,433.0,57073.0,498227.0,22178730.0,9836744.0,3505903.0,10173424.0,35571836.0,45745260.0,0.22239296486674248,0.7776070351332576,0.0012476265300492336,0.0012476265300492336,105647.25173210162,1829810.4,17.32
3,-0.011749810081160456,0.0,1.0,1,2,607.54,141.0,6109.0,2080410.0,4164320.0,111748719.0,91444982.0,67675247.0,299329166.0,424298360.0,723627526.0,0.41365088425339974,0.5863491157466003,0.0028749735537285243,0.0028749735537285243,118452.69700441971,5132110.113475177,43.326241134751776
3,-0.008524178003424428,0.0,2.0,2,2,194.56,25.0,1571.0,605807.0,985766.0,36114117.0,38645434.0,35390451.0,65718824.0,186563918.0,252282742.0,0.26049670888704707,0.739503291112953,0.0024013017901953833,0.0024013017901953833,160587.35964353915,10091309.68,62.84
2,0.02933110576648173,0.0,1.0,2,2,514.94,115.0,3316.0,1310032.0,3123464.0,97856377.0,66116589.0,43021619.0,118818869.0,253094249.0,371913118.0,0.31948017762578623,0.6805198223742137,0.003522414070912121,0.003522414070912121,112157.15259348613,3234027.113043478,28.83478260869565
3,-0.01761970293643905,1.0,2.0,3,2,92.18,25.0,130.0,106586.0,935640.0,20868085.0,25794208.0,43248565.0,8061007.0,21322065.0,29383072.0,0.27434187276265737,0.7256581272373427,0.0036274627785685583,0.0036274627785685583,226023.63076923077,1175322.88,5.2
2,0.025783863114129526,1.0,2.0,2,9,334.39,25.0,806.0,215731.0,690908.0,45277565.0,33680226.0,29981290.0,18101460.0,86116864.0,104218324.0,0.17368788237277735,0.8263121176272227,0.002069991069900529,0.002069991069900529,129303.13151364765,4168732.96,32.24
2,0.0054110997599899815,0.0,1.0,2,2,523.79,83.0,5255.0,1197090.0,2445776.0,89766321.0,56703572.0,47289250.0,254315691.0,251324035.0,505639726.0,0.502958288131024,0.49704171186897605,0.0023674761662219553,0.0023674761662219553,96220.69000951474,6092044.891566265,63.31325301204819
2,0.0012260891244138628,1.0,2.0,2,2,229.35,25.0,392.0,471.0,619926.0,25693719.0,13851649.0,1056175.0,10438109.0,41838678.0,52276787.0,0.1996700562335631,0.800329943766437,9.009735047412153e-06,9.009735047412153e-06,133359.15051020408,2091071.48,15.68
1,0.03868183195184443,0.0,1.0,2,2,79.75,16.0,191.0,78534.0,357510.0,15546613.0,6582071.0,6859563.0,5615970.0,20092042.0,25708012.0,0.21845213079875644,0.7815478692012435,0.003054845314371255,0.003054845314371255,134596.9214659686,1606750.75,11.9375
